drugA,drugB,cell_line,tissue,sensitivity_A,sensitivity_B,loewe_score,synergy_label
NF-kappa-B inhibitor,ALK inhibitor,SK-MEL-2,bone,6.049490636404103,0.25273501897861395,-1.6872811682680187,0
Histone deacetylase inhibitor,DNA-PKcs inhibitor,A549,colorectal,10.52562786397859,7.881691544475004,1.4304908155857667,0
PDGFR inhibitor,Proteasome inhibitor,KG-1,stomach,2.487665563369364,0.48336846343239814,-1.9393121433421747,0
STAT3 inhibitor,MEK inhibitor,PC-3,stomach,7.941819778852892,0.13920221304282557,2.6117760790867184,0
BRAF inhibitor,Heat shock protein inhibitor,MDA-MB-231,breast,1.6858007251188125,1.8069828842524183,-9.498602003601675,0
BRAF inhibitor,Microtubule stabilizer,COLO-829,lung,0.600972144984639,2.685448372998121,-4.498718853610899,0
Histone deacetylase inhibitor,Heat shock protein inhibitor,PC-3,urinary tract,1.1489366859856192,0.06596280417710608,-6.44394413238733,0
Heat shock protein inhibitor,PD-L1 inhibitor,K562,gastric,1.8006425275232356,2.1500902108200615,-3.29090547764317,0
STAT3 inhibitor,ALK inhibitor,COLO-829,renal,0.15177940442768775,1.5198216883766327,13.570290283305779,1
Histone deacetylase inhibitor,KRAS inhibitor,A375,esophageal,1.947539206789902,0.21798979935337665,4.311974623566089,0
DNA-PKcs inhibitor,Histone deacetylase inhibitor,COLO-829,breast,7.9454404157507765,0.3787500529261165,-6.651168983959586,0
PD-L1 inhibitor,BRAF inhibitor,MV4-11,breast,0.4217078822306674,1.678540391108766,3.8346166322537716,0
MET inhibitor,ATM inhibitor,SUM-159,melanoma,3.14616487231249,0.7029700512538606,-3.611602674449773,0
EGFR inhibitor,PARP inhibitor,KG-1,endometrium,4.769734477902515,5.571452603967907,7.911964549966242,1
PDGFR inhibitor,ATM inhibitor,SK-MEL-2,gastric,5.754178071784992,3.4156481608107057,-1.6891242480968387,0
ALK inhibitor,CTLA-4 inhibitor,SK-MEL-2,liver,6.444543388896397,8.216952675742402,3.9624929626371124,0
FLT3 inhibitor,ALK inhibitor,MEWO,esophageal,1.4740294441139088,0.6013207589087683,-9.919765169586658,0
Heat shock protein inhibitor,Topoisomerase inhibitor,NALM-6,soft tissue,7.571477569718712,6.994775662246797,1.2235820927135013,0
MET inhibitor,TNF-alpha inhibitor,CCRF-CEM,soft tissue,2.831942447448347,1.1285718966261697,3.545759796537732,0
STAT3 inhibitor,HER2 inhibitor,MDA-MB-231,head and neck,0.35269034896171253,0.853945890557428,-7.904191495315689,0
KRAS inhibitor,STAT3 inhibitor,A549,melanoma,1.2959656642766406,0.10332257042700979,8.373590783572796,1
BRAF inhibitor,mTOR inhibitor,KG-1,melanoma,2.5340465578425038,0.10841667349013095,-3.631410892210666,0
PROTAC degrader,STAT3 inhibitor,A431,lung,0.5682841999595918,2.355384083915408,4.005183591994028,0
PI3K inhibitor,STAT3 inhibitor,U251,soft tissue,2.0467231049227057,1.224716559087638,-1.8642015971434187,0
CDK4/6 inhibitor,STAT3 inhibitor,CCRF-CEM,ovarian,2.1968274910379257,0.5137151360723027,-2.0881530441740175,0
Microtubule stabilizer,CTLA-4 inhibitor,MDA-MB-231,breast,0.3551450875970192,1.903681971714877,-7.883108225510172,0
IL-2 inhibitor,Topoisomerase inhibitor,HepG2,endometrium,1.6652107754173158,0.5830003529532294,-9.988157333601718,0
Heat shock protein inhibitor,MET inhibitor,CCRF-CEM,prostate,2.953549264082792,1.7237554508414623,2.152101361181918,0
PARP inhibitor,Topoisomerase inhibitor,MCF-7,renal,1.381881890319872,0.8901030668379648,-8.686381555206427,0
Microtubule stabilizer,EGFR inhibitor,A375,endometrium,0.024353911775400666,3.4694606957593233,-0.4922527189701409,0
MET inhibitor,PROTAC degrader,HeLa,colorectal,0.01815912770180857,3.437346972513234,14.43774120344816,1
DNA-PKcs inhibitor,FLT3 inhibitor,NALM-6,lung,0.8833123836402135,1.2976880334835583,5.038302905003226,1
BCL-2 inhibitor,KRAS inhibitor,NALM-6,gastric,5.212632354104803,0.8640877579596332,-0.020907456446337847,0
STAT3 inhibitor,HER2 inhibitor,SW480,esophageal,0.5192955419278339,0.9005896097459647,-8.819521349387358,0
BCL-2 inhibitor,Microtubule stabilizer,MCF-7,breast,2.01223225011044,3.2768533687302384,-0.9436728424358058,0
Proteasome inhibitor,ALK inhibitor,MV4-11,melanoma,0.5022525594610194,0.7955281232593031,-7.541024185701959,0
DNA-PKcs inhibitor,MEK inhibitor,JIMT-1,breast,0.7762427370931114,0.46906475121607016,1.0393034077276706,0
CDK4/6 inhibitor,DNA-PKcs inhibitor,MV4-11,head and neck,3.7683034035082508,0.17698132345736298,-5.481530578091377,0
STAT3 inhibitor,NF-kappa-B inhibitor,A2780,ovarian,2.6102506112527943,1.2573165246216855,-3.0491348679303067,0
PDGFR inhibitor,mTOR inhibitor,MEWO,head and neck,0.20052324607333796,1.3160701729296929,-1.0085418695856738,0
MEK inhibitor,HER2 inhibitor,A2780,esophageal,1.1196887015603572,3.676554186225306,-7.430898840006407,0
EGFR inhibitor,IL-2 inhibitor,CCRF-CEM,liver,0.059207319604504274,0.5001013879775742,1.1245672792643138,0
BCL-2 inhibitor,ALK inhibitor,A549,bone,1.3112795092716114,0.9592718178613465,-5.460394890447782,0
KRAS inhibitor,PARP inhibitor,PC-3,esophageal,2.171988533791091,3.3047507327325043,9.078942367801904,1
BCL-2 inhibitor,HER2 inhibitor,A431,ovarian,0.25226650687391683,3.470269984302313,7.8740253384548256,1
Microtubule stabilizer,STAT3 inhibitor,MDA-MB-453,melanoma,0.6818420646540689,0.9710016285434195,0.32176488809525416,0
BCL-2 inhibitor,Microtubule stabilizer,Huh-7,gastric,1.0144529685657007,1.229130549272837,-8.077178907843074,0
Heat shock protein inhibitor,ALK inhibitor,HepG2,prostate,5.03976713659422,0.7227602515012737,-3.619652555950246,0
BCL-2 inhibitor,PROTAC degrader,NALM-6,breast,9.997912151804702,5.392882050795809,-6.2919088939168475,0
MEK inhibitor,STAT3 inhibitor,JIMT-1,head and neck,0.09190212436336548,0.2525867652161339,9.495833529202624,1
MEK inhibitor,Histone deacetylase inhibitor,CCRF-CEM,breast,2.862649760601149,5.428622209483917,-6.069474932396881,0
NF-kappa-B inhibitor,MEK inhibitor,CCRF-CEM,head and neck,0.9295516486109779,2.3031810678000015,3.2257595959309437,0
PARP inhibitor,IL-2 inhibitor,MCF-7,bone,0.9966685537683462,1.5167463940666266,3.377303171099193,0
Topoisomerase inhibitor,mTOR inhibitor,U251,ovarian,2.8070029019906837,0.06640854301125658,-7.053380271658212,0
KRAS inhibitor,FLT3 inhibitor,A2780,colorectal,5.012499985674345,1.2909865302943977,-0.7923108248841366,0
BRAF inhibitor,Proteasome inhibitor,NALM-6,colorectal,6.028957573174412,1.0476464725813395,6.597494602339442,1
BRAF inhibitor,PROTAC degrader,MEWO,prostate,1.7213458868909275,0.3516108149065415,-4.126943505975563,0
PROTAC degrader,PD-L1 inhibitor,U251,endometrium,0.883598001298828,2.1366100778306083,0.6998259425190838,0
STAT3 inhibitor,CDK4/6 inhibitor,COLO-829,gastric,3.0980886191541974,7.091353475526076,-0.10865129725125655,0
MEK inhibitor,KRAS inhibitor,MCF-7,gastric,0.5780362845575456,1.651935074070447,-0.62948995890088,0
ATM inhibitor,ALK inhibitor,KG-1,ovarian,1.660565681903547,2.5088015530496706,-5.761887045063347,0
CDK4/6 inhibitor,Proteasome inhibitor,A431,prostate,0.8881368237533072,0.1418117986726342,-4.32962575848397,0
Proteasome inhibitor,PARP inhibitor,PC-3,colorectal,2.1378996459755877,1.0814256454860303,-8.455807829495708,0
ALK inhibitor,HER2 inhibitor,RS4-11,stomach,0.5499237377770193,0.24740764959332434,0.785342306504015,0
Topoisomerase inhibitor,PROTAC degrader,MDA-MB-231,pancreas,0.4253791345688852,1.8976063366165858,-2.4416680481308974,0
HER2 inhibitor,DNA-PKcs inhibitor,SUM-159,liver,5.007911963579374,5.576856071809165,0.6314844851848189,0
Topoisomerase inhibitor,BRAF inhibitor,MOLT-4,bone,0.21473323740758357,2.1681040067660526,-6.265847128046909,0
mTOR inhibitor,DNA-PKcs inhibitor,CCRF-CEM,ovarian,1.4102691168196353,0.15982537026824634,6.6473089608106175,1
Microtubule stabilizer,BCL-2 inhibitor,U87,gastric,0.49911053778105025,0.8759751687966058,-4.98676994109828,0
Heat shock protein inhibitor,CDK4/6 inhibitor,NALM-6,stomach,0.0794159874277333,1.5999659208405992,-9.613863853791758,0
BCL-2 inhibitor,IL-2 inhibitor,OVCAR-3,gastric,0.0733670112226542,1.032372452757735,-4.884281907540647,0
ALK inhibitor,BRAF inhibitor,Caco-2,breast,0.3852814869166537,3.5872505432126136,9.534162306242681,1
Microtubule stabilizer,Proteasome inhibitor,KG-1,lung,4.031361963741445,3.371245360764361,3.459477436246077,0
KRAS inhibitor,CTLA-4 inhibitor,U251,renal,0.6639054133360989,1.8926290379403965,-2.226725265461088,0
DNA-PKcs inhibitor,ALK inhibitor,HeLa,breast,6.009916225071519,0.9350787604305564,-3.167474571711696,0
MEK inhibitor,KRAS inhibitor,SW480,pancreas,1.7427412983477275,0.5896453419404587,9.819001671099773,1
ALK inhibitor,STAT3 inhibitor,ZR-75-1,ovarian,1.1475812196301753,0.223817860070722,3.188065063780739,0
PARP inhibitor,mTOR inhibitor,Caco-2,stomach,1.7354242023882065,0.8766926890268164,-9.804846798611909,0
mTOR inhibitor,HER2 inhibitor,A431,liver,1.4542287179901732,1.0660487975713995,4.171251203153176,0
TNF-alpha inhibitor,PD-L1 inhibitor,KG-1,pancreas,2.8440607370986966,2.2529307700499657,-2.66175626967864,0
TNF-alpha inhibitor,mTOR inhibitor,A375,soft tissue,0.6639536967974529,2.1468239473125026,-4.8709825963791005,0
BRAF inhibitor,EGFR inhibitor,MV4-11,breast,0.8709737450452532,0.14537395755986227,3.863276522639902,0
MET inhibitor,BRAF inhibitor,MOLT-4,liver,4.490412454761041,1.0059110667654143,-9.634135103348548,0
NF-kappa-B inhibitor,ALK inhibitor,HeLa,lung,5.854522233888301,0.40124529087558436,-1.2786265769636938,0
Heat shock protein inhibitor,MCL-1 inhibitor,NALM-6,endometrium,4.461612458394614,0.3411323385678021,-1.7660121325099354,0
ALK inhibitor,Microtubule stabilizer,A2780,colorectal,1.087551786994988,3.5124234834392722,-6.710193981829269,0
TNF-alpha inhibitor,PI3K inhibitor,CCRF-CEM,lung,3.0315809831030545,0.08563800926202912,-3.566688529746841,0
JAK inhibitor,KRAS inhibitor,A431,head and neck,1.2938090248233634,1.086638664533173,-0.2160399108434472,0
EGFR inhibitor,Topoisomerase inhibitor,PC-3,bone,1.3764778998947391,0.3683352933792357,0.9069679532289125,0
DNA-PKcs inhibitor,PI3K inhibitor,ZR-75-1,endometrium,0.4580217334320902,4.229395038479039,-9.989247119401304,0
NF-kappa-B inhibitor,CDK4/6 inhibitor,SUM-159,melanoma,1.7887175271479883,1.628553930414228,4.05280145136523,0
Heat shock protein inhibitor,MEK inhibitor,MDA-MB-231,renal,0.41192375494866157,0.5263188156001624,-7.5321194141078145,0
HER2 inhibitor,PD-L1 inhibitor,SK-MEL-2,prostate,0.8056313391458367,1.3960271532276165,-6.496293486664612,0
PROTAC degrader,FLT3 inhibitor,NALM-6,melanoma,3.86245969058071,2.62970712894599,-6.047898314592277,0
Proteasome inhibitor,MEK inhibitor,MDA-MB-231,soft tissue,0.4640553198262061,6.345798703188005,-9.43269795171947,0
EGFR inhibitor,DNA-PKcs inhibitor,OVCAR-3,lung,0.14763387400605255,0.49806664630656744,-8.154218146145126,0
PROTAC degrader,BRAF inhibitor,KG-1,ovarian,0.14300831413790926,4.346305191012331,4.79524884416243,0
DNA-PKcs inhibitor,KRAS inhibitor,HL60,esophageal,5.653144586567092,5.445437951924127,-5.271748939340709,0
PDGFR inhibitor,MET inhibitor,MOLT-4,head and neck,1.4141694690315991,4.963915074167379,-8.27048364491426,0
DNA-PKcs inhibitor,BCL-2 inhibitor,MEWO,head and neck,1.0532734996033275,2.0179875890680314,-8.39513108238065,0
MET inhibitor,STAT3 inhibitor,ZR-75-1,endometrium,3.330732083323666,1.9875353460750629,12.394746538841133,1
BRAF inhibitor,mTOR inhibitor,PC-3,colorectal,3.6136559977619394,1.0323820944966653,2.818529960489613,0
FLT3 inhibitor,IL-2 inhibitor,CCRF-CEM,renal,0.8075062481257752,2.7918643706313087,-6.145715507372952,0
PDGFR inhibitor,Microtubule stabilizer,U87,urinary tract,2.3658455543326977,1.5155592238445301,-9.686357314971476,0
MCL-1 inhibitor,ALK inhibitor,HL60,stomach,2.949139466118524,2.262920267964171,-6.653649723319663,0
FLT3 inhibitor,Topoisomerase inhibitor,NALM-6,soft tissue,2.126397744694441,1.1188342788054821,-9.15226463804864,0
BRAF inhibitor,EGFR inhibitor,KG-1,gastric,0.3287945020560986,2.6297823916412724,-8.449075950549377,0
mTOR inhibitor,STAT3 inhibitor,MEWO,soft tissue,4.173062565483896,3.479907912785409,-3.527378202285364,0
NF-kappa-B inhibitor,BCL-2 inhibitor,SK-MEL-2,lung,1.5491247211418475,0.31667010965937503,-6.551224437075511,0
Histone deacetylase inhibitor,KRAS inhibitor,U251,liver,0.6638878038808874,3.5786813805583186,-2.260811822118649,0
Histone deacetylase inhibitor,STAT3 inhibitor,HepG2,stomach,1.1075643223755363,1.5543472633835906,-6.197593701142145,0
MCL-1 inhibitor,NF-kappa-B inhibitor,A431,urinary tract,0.07659015140540455,3.7243541128698676,4.108059516544214,0
Topoisomerase inhibitor,CDK4/6 inhibitor,CCRF-CEM,breast,0.273626231693328,1.128810450195367,3.5891595188939682,0
STAT3 inhibitor,MCL-1 inhibitor,MDA-MB-231,bone,2.9009981470242807,0.9529787860547769,-1.4979084248430095,0
PI3K inhibitor,CTLA-4 inhibitor,U87,lung,2.3269646100864647e-05,4.931637556142718,9.822252303373265,1
EGFR inhibitor,ATM inhibitor,SUM-159,urinary tract,1.077647300426542,0.5784846247824049,10.203236261913858,1
PDGFR inhibitor,Microtubule stabilizer,MOLT-4,head and neck,1.4784248818677461,3.7185225166839624,-3.8222157528325456,0
NF-kappa-B inhibitor,mTOR inhibitor,MV4-11,soft tissue,0.11236713831299383,1.3233767669992873,0.9136898320241613,0
TNF-alpha inhibitor,MET inhibitor,A431,prostate,7.229635072557551,1.4434861164356105,7.152690457858343,1
Proteasome inhibitor,MEK inhibitor,U251,esophageal,0.5126906903662256,0.7376925195779662,2.850949197588461,0
TNF-alpha inhibitor,CDK4/6 inhibitor,MEWO,bone,0.7253823522683404,1.7021402022541303,4.161421788955469,0
Histone deacetylase inhibitor,EGFR inhibitor,NALM-6,soft tissue,0.7246460494479172,0.7867110408799737,7.135374778839514,1
DNA-PKcs inhibitor,EGFR inhibitor,ZR-75-1,head and neck,0.5238120604507893,0.08012251424545348,-1.5895827793647985,0
NF-kappa-B inhibitor,BRAF inhibitor,RS4-11,liver,0.002949818460770116,0.6349046301030229,-8.574151947511533,0
BCL-2 inhibitor,FLT3 inhibitor,MEWO,stomach,2.613819142149375,0.012798952891657462,-6.992964283504615,0
MEK inhibitor,PARP inhibitor,HepG2,renal,6.813153637805498,7.6659419203070485,-3.798013499347598,0
BRAF inhibitor,NF-kappa-B inhibitor,PC-3,soft tissue,0.507962060888422,6.747974504950287,-6.906959261473317,0
TNF-alpha inhibitor,JAK inhibitor,RS4-11,endometrium,2.1756247869211744,1.0055670878773795,3.1484073618307633,0
STAT3 inhibitor,FLT3 inhibitor,MDA-MB-231,esophageal,2.708787882561248,2.606635156163371,-7.625706159113529,0
CDK4/6 inhibitor,mTOR inhibitor,U251,head and neck,3.7733544560740695,0.8487029717142813,-3.165087676703621,0
KRAS inhibitor,MET inhibitor,A549,prostate,1.0985411587744511,2.223961441097876,8.666377000964564,1
KRAS inhibitor,ALK inhibitor,Huh-7,ovarian,0.7217414841186984,3.2739270094706847,0.37795862241266676,0
Heat shock protein inhibitor,CTLA-4 inhibitor,HeLa,urinary tract,0.7869598386292708,5.865749504970395,-4.253959454102399,0
Topoisomerase inhibitor,NF-kappa-B inhibitor,OVCAR-3,soft tissue,2.4939090719848465,1.0223589588966306,3.036486030870927,0
MET inhibitor,STAT3 inhibitor,ZR-75-1,renal,3.394129501260106,3.058464124963034,-1.4752127338311176,0
MET inhibitor,EGFR inhibitor,MOLT-4,prostate,0.40084226328327965,0.6182975528310521,-3.407383293286723,0
EGFR inhibitor,ATM inhibitor,COLO-829,soft tissue,0.9270604799335608,9.277930478459176,-8.991390489219452,0
PROTAC degrader,KRAS inhibitor,COLO-829,esophageal,4.644355498354066,0.05221490347374638,-3.029657973322525,0
TNF-alpha inhibitor,KRAS inhibitor,U87,pancreas,3.2869567374587416,1.8503037850078912,2.3110376122359533,0
TNF-alpha inhibitor,PROTAC degrader,U87,esophageal,8.380619077364752,2.1547154416096235,-0.7818847266802678,0
EGFR inhibitor,Heat shock protein inhibitor,A2780,gastric,2.8068668766400817,2.329796236194601,2.482436805936775,0
DNA-PKcs inhibitor,CTLA-4 inhibitor,SUM-159,colorectal,0.9990962457673288,0.25654779794001237,-2.5898249410104155,0
Microtubule stabilizer,Proteasome inhibitor,HL60,prostate,1.786310046599916,5.578405011178066,-8.223074423582773,0
PARP inhibitor,STAT3 inhibitor,MCF-7,pancreas,2.1635944408258485,0.3997900082327315,-9.795402312461784,0
Microtubule stabilizer,HER2 inhibitor,MDA-MB-453,esophageal,0.16340911090966223,1.9497124051080754,-5.451706799221132,0
BRAF inhibitor,Histone deacetylase inhibitor,PC-3,urinary tract,1.572705772704821,0.5037962578041653,0.4698570724668869,0
Microtubule stabilizer,PD-L1 inhibitor,HL60,soft tissue,2.4710702467136554,0.7340752372778347,1.8538985591254065,0
DNA-PKcs inhibitor,PI3K inhibitor,U87,renal,0.36621486062588937,1.5813371902895457,-5.563707480695059,0
mTOR inhibitor,Histone deacetylase inhibitor,SK-MEL-2,gastric,3.0340066119482234,1.0797998238785835,-2.565191186751293,0
BCL-2 inhibitor,MCL-1 inhibitor,RS4-11,gastric,1.7530479342938856,0.3492439916158676,8.27006768496102,1
FLT3 inhibitor,mTOR inhibitor,SK-MEL-2,urinary tract,6.082371022221028,0.3749168215421764,-3.842158234728582,0
HER2 inhibitor,FLT3 inhibitor,MEWO,gastric,0.086696821044225,1.0830672782256707,-6.529769301997742,0
ALK inhibitor,PDGFR inhibitor,NALM-6,head and neck,0.616657205618876,2.8317180677474587,-7.9544334245581245,0
FLT3 inhibitor,EGFR inhibitor,HeLa,colorectal,1.8403659903244876,4.564871852436246,-7.049671626531803,0
DNA-PKcs inhibitor,CTLA-4 inhibitor,MCF-7,bone,0.7035451382092704,0.1757565865992188,-9.170014192549809,0
STAT3 inhibitor,PROTAC degrader,MDA-MB-453,melanoma,2.506495320377518,0.9987953694333348,-7.028038872646345,0
EGFR inhibitor,JAK inhibitor,ZR-75-1,renal,2.8459605298196955,0.2112668029374933,14.577666581762225,1
TNF-alpha inhibitor,ALK inhibitor,A375,stomach,0.21631989207718816,0.033463355475233054,-0.5911239904603267,0
STAT3 inhibitor,BRAF inhibitor,MOLT-4,lung,1.4424944870901517,2.167754859597279,-5.254368889184756,0
Histone deacetylase inhibitor,Topoisomerase inhibitor,HeLa,liver,1.422176549979631,1.8448663259091052,4.59717067140363,0
EGFR inhibitor,IL-2 inhibitor,Huh-7,prostate,0.9217889523745135,0.35590808970487425,-7.094244238355532,0
Histone deacetylase inhibitor,BRAF inhibitor,HL60,colorectal,5.403883667534351,0.5326575917358913,6.796512179553419,1
JAK inhibitor,Histone deacetylase inhibitor,MCF-7,esophageal,3.5147893602561635,0.047986609297617305,-4.632382620377002,0
MCL-1 inhibitor,BCL-2 inhibitor,COLO-829,prostate,2.3894274834967595,3.602979781542269,-9.873227559063093,0
CTLA-4 inhibitor,BRAF inhibitor,SW480,urinary tract,2.5058124076510992,7.353158509250842,2.588119295591884,0
MCL-1 inhibitor,IL-2 inhibitor,SUM-159,esophageal,1.2387384884585517,0.2911143392539817,-9.52008309783513,0
MEK inhibitor,Topoisomerase inhibitor,Huh-7,prostate,5.0764761514240755,0.5265649275567494,4.102697520938621,0
PARP inhibitor,MEK inhibitor,PC-3,lung,2.372235826668418,4.056121266254435,3.3811152664043096,0
EGFR inhibitor,CTLA-4 inhibitor,MDA-MB-231,liver,2.6111331547105663,5.2199548984198305,-1.9671712587105468,0
TNF-alpha inhibitor,ATM inhibitor,ZR-75-1,head and neck,3.9565285417431437,1.0881698765671586,-1.8460663763306187,0
JAK inhibitor,FLT3 inhibitor,MEWO,stomach,0.640607753857549,0.10389748622918002,-0.19333115565765446,0
MET inhibitor,FLT3 inhibitor,NALM-6,stomach,3.290865070249198,0.08037737706170833,-4.194249820976696,0
HER2 inhibitor,PROTAC degrader,OVCAR-3,esophageal,0.4344238637980665,1.7063965087062467,-0.2916657490321679,0
BRAF inhibitor,PDGFR inhibitor,COLO-829,lung,0.847284488332029,0.9981074007377222,-9.328474169672697,0
HER2 inhibitor,PROTAC degrader,COLO-829,stomach,0.8177732725404557,0.0581418433592142,-9.189285589754101,0
BRAF inhibitor,ALK inhibitor,MOLT-4,soft tissue,7.681775244505231,1.7505489955395312,-3.1415437057068347,0
CTLA-4 inhibitor,ALK inhibitor,U251,urinary tract,3.883359352744885,0.022733791324836466,8.216863687013094,1
ATM inhibitor,EGFR inhibitor,A375,soft tissue,2.415759931969776,3.0964218443843694,3.317264605037286,0
TNF-alpha inhibitor,PDGFR inhibitor,K562,bone,2.5969828468404286,0.7318143537444645,-8.430090491381556,0
DNA-PKcs inhibitor,PROTAC degrader,HL60,bone,1.651405159368262,0.08218156755093482,2.33971890790834,0
Microtubule stabilizer,FLT3 inhibitor,SK-MEL-2,liver,5.878351061018403,1.7751744011429362,7.068718754222878,1
FLT3 inhibitor,PI3K inhibitor,MOLT-4,pancreas,1.3713850826421117,1.0139474850331223,-4.088745272349522,0
PDGFR inhibitor,DNA-PKcs inhibitor,A375,soft tissue,0.9577423313643417,7.284023290659967,-5.250963477588806,0
EGFR inhibitor,IL-2 inhibitor,A2780,urinary tract,0.35594685588030345,1.5713964555638555,-3.9976709070190157,0
BCL-2 inhibitor,IL-2 inhibitor,A375,melanoma,3.0854814357662397,0.643827166873361,-7.742567528911216,0
BRAF inhibitor,JAK inhibitor,A375,head and neck,2.651858563944405,2.471882552134239,14.007601624507323,1
TNF-alpha inhibitor,BRAF inhibitor,Huh-7,ovarian,0.9701696856981685,0.6335133508574036,2.0246388474705093,0
CDK4/6 inhibitor,DNA-PKcs inhibitor,MDA-MB-453,soft tissue,0.05103240190878215,4.6918891794943205,-3.3769898443165456,0
Heat shock protein inhibitor,STAT3 inhibitor,RS4-11,ovarian,3.652668632221283,0.9391177619454292,-2.6407963615270136,0
PROTAC degrader,PDGFR inhibitor,A375,lung,0.02296733820852711,1.5964313122921618,2.731513779219714,0
PARP inhibitor,Heat shock protein inhibitor,MDA-MB-453,bone,2.432764161320476,0.1037934872196247,0.5908717195704618,0
Topoisomerase inhibitor,HER2 inhibitor,U251,liver,7.030330315879624,1.1106742418329052,-2.6431838722032293,0
PARP inhibitor,JAK inhibitor,MV4-11,head and neck,1.1513019832739178,3.5719151416091206,-6.134565277162305,0
CTLA-4 inhibitor,ALK inhibitor,COLO-829,lung,0.5356893620974138,3.2761769497430455,9.217742419361258,1
STAT3 inhibitor,Histone deacetylase inhibitor,HepG2,renal,2.4406855282395963,0.50802671413871,-1.3446939746416255,0
ALK inhibitor,BRAF inhibitor,A2780,renal,3.3979392020186507,0.5125711390787284,-6.6827858483395985,0
ALK inhibitor,JAK inhibitor,HeLa,lung,1.581212726377801,3.399877784348707,-5.963203710429845,0
PD-L1 inhibitor,KRAS inhibitor,HepG2,prostate,6.824634472806166,5.329936026365575,2.0469963340436887,0
PROTAC degrader,Heat shock protein inhibitor,MV4-11,urinary tract,0.10610277608512328,0.20043844572750685,-9.337816568688169,0
PARP inhibitor,Topoisomerase inhibitor,MEWO,ovarian,1.4055693378571474,1.195887247156446,4.881382805432301,0
FLT3 inhibitor,BRAF inhibitor,MV4-11,melanoma,2.534918494699556,0.8233314212377133,-8.044724804278124,0
Heat shock protein inhibitor,STAT3 inhibitor,SK-MEL-2,prostate,3.970306984861358,4.091061424502781,1.9410278809540618,0
Heat shock protein inhibitor,HER2 inhibitor,NALM-6,soft tissue,0.3950871203199098,0.1744407933309361,-4.078370248424757,0
MEK inhibitor,PARP inhibitor,A2780,colorectal,3.218910642808085,0.4742971877827222,-2.6167572506879972,0
ATM inhibitor,MEK inhibitor,K562,colorectal,1.6090831747996597,2.7924335524242885,3.2097586619686673,0
STAT3 inhibitor,PI3K inhibitor,JIMT-1,soft tissue,1.0101963870055586,0.10531233795075003,14.778536935017817,1
BRAF inhibitor,KRAS inhibitor,MDA-MB-231,pancreas,0.28247062022898545,1.3566565723792547,-1.9375936949014836,0
NF-kappa-B inhibitor,Heat shock protein inhibitor,PC-3,bone,4.00934742120851,1.1671763068455399,-9.260505063862452,0
IL-2 inhibitor,PI3K inhibitor,HL60,urinary tract,0.342224927752622,0.8141363215878751,-9.964787891988202,0
BRAF inhibitor,FLT3 inhibitor,MCF-7,gastric,0.7415125564448649,1.0036403077421554,-6.328001904974112,0
KRAS inhibitor,PARP inhibitor,CCRF-CEM,colorectal,0.6851088810554417,1.5097923629609291,0.20874639378151016,0
NF-kappa-B inhibitor,ALK inhibitor,A431,gastric,4.10231520740062,0.35196504213663665,-8.181026599612949,0
JAK inhibitor,PD-L1 inhibitor,KG-1,renal,2.233774491452259,1.697244906536377,-8.293570617931758,0
TNF-alpha inhibitor,IL-2 inhibitor,HeLa,bone,3.1859621166212815,3.2739505101947963,-3.835590879461451,0
PROTAC degrader,HER2 inhibitor,Huh-7,lung,0.5766122643864525,2.855574242691,-0.2824444208766028,0
HER2 inhibitor,PD-L1 inhibitor,HeLa,ovarian,1.9609871499531324,0.33423522081977797,0.681079883718958,0
EGFR inhibitor,Microtubule stabilizer,Huh-7,head and neck,1.6960775242450719,0.3232726846354244,7.102761779018614,1
BCL-2 inhibitor,DNA-PKcs inhibitor,HepG2,stomach,3.577492548385835,0.6244260013969706,-8.806177789419364,0
BCL-2 inhibitor,Microtubule stabilizer,Huh-7,stomach,4.7307742024201485,0.8959355481473119,4.105955509183163,0
CDK4/6 inhibitor,IL-2 inhibitor,SK-MEL-2,liver,0.024462538817942497,1.050037007107788,-6.090004261568474,0
NF-kappa-B inhibitor,JAK inhibitor,MDA-MB-231,stomach,2.241838001779072,2.2769770663103026,2.800197464130857,0
STAT3 inhibitor,FLT3 inhibitor,HL60,esophageal,0.10645516809244548,0.11670033904275845,2.9523717569422736,0
JAK inhibitor,KRAS inhibitor,HL60,ovarian,1.5919492147397791,0.07057613708405933,1.5878388764381661,0
CTLA-4 inhibitor,JAK inhibitor,SK-MEL-2,melanoma,0.678323341139772,0.9948666148259477,-7.467495900211449,0
ATM inhibitor,IL-2 inhibitor,MOLT-4,pancreas,0.7328059290589237,2.3891257150661622,2.3270218888130056,0
ALK inhibitor,HER2 inhibitor,RS4-11,soft tissue,0.8706896993582343,0.4299424294130878,1.5387583886238012,0
EGFR inhibitor,CDK4/6 inhibitor,U251,lung,1.9419820102765224,2.0516782380760525,9.271124464193342,1
NF-kappa-B inhibitor,PD-L1 inhibitor,RS4-11,bone,0.813081269565668,0.6017457474444656,-4.941969472465709,0
MET inhibitor,MEK inhibitor,NALM-6,pancreas,2.6387602079855372,4.344624912940855,-6.062370936001838,0
KRAS inhibitor,Heat shock protein inhibitor,KG-1,esophageal,1.0367997575476584,4.520775019978245,-8.171661818794615,0
Microtubule stabilizer,PROTAC degrader,HepG2,endometrium,0.14160301282717758,0.705614023175558,-2.3536439964869285,0
