drugA,drugB,cell_line,tissue,sensitivity_A,sensitivity_B,loewe_score,synergy_label,drug_pair_hash,tissue_synergy_rate,sensitivity_diff,sensitivity_product
flt3 inhibitor,alk inhibitor,mewo,esophageal,1.4740294441139088,0.6013207589087683,-9.919765169586658,0,-6527899265045586874,0.045454545454545456,0.8727086852051404,0.8863645039884456
heat shock protein inhibitor,topoisomerase inhibitor,nalm-6,soft tissue,7.571477569718712,6.994775662246797,1.2235820927135013,0,-7394364359940760618,0.13636363636363635,0.5767019074719153,52.96078703191597
met inhibitor,tnf-alpha inhibitor,ccrf-cem,soft tissue,2.831942447448347,1.1285718966261695,3.545759796537732,0,3751576048149217969,0.13636363636363635,1.7033705508221775,3.196050659052937
stat3 inhibitor,her2 inhibitor,mda-mb-231,head and neck,0.3526903489617125,0.853945890557428,-7.904191495315689,0,-5861916833384015672,0.11864406779661017,0.5012555415957155,0.3011784741351196
kras inhibitor,stat3 inhibitor,a549,melanoma,1.2959656642766406,0.1033225704270097,8.373590783572796,1,6216091497992665813,0.12903225806451613,1.1926430938496309,0.1339025036182096
braf inhibitor,mtor inhibitor,kg-1,melanoma,2.534046557842504,0.1084166734901309,-3.631410892210666,0,6162084621362622937,0.12903225806451613,2.4256298843523734,0.27473289827040087
protac degrader,stat3 inhibitor,a431,lung,0.5682841999595918,2.355384083915408,4.005183591994028,0,-1033577934216831827,0.2826086956521739,1.787099883955816,1.3385275597254236
pi3k inhibitor,stat3 inhibitor,u251,soft tissue,2.0467231049227057,1.224716559087638,-1.8642015971434187,0,5207506161416679847,0.13636363636363635,0.8220065458350676,2.506655678466103
cdk4/6 inhibitor,stat3 inhibitor,ccrf-cem,ovarian,2.1968274910379257,0.5137151360723027,-2.088153044174017,0,-4394806736311684490,0.13793103448275862,1.683112354965623,1.1285435334859233
microtubule stabilizer,ctla-4 inhibitor,mda-mb-231,breast,0.3551450875970192,1.903681971714877,-7.883108225510172,0,-1570868997913481992,0.2318840579710145,1.5485368841178577,0.6760833006015462
il-2 inhibitor,topoisomerase inhibitor,hepg2,endometrium,1.6652107754173158,0.5830003529532294,-9.988157333601718,0,7138797500719916525,0.08196721311475409,1.0822104224640863,0.9708184698098159
heat shock protein inhibitor,met inhibitor,ccrf-cem,prostate,2.953549264082792,1.7237554508414623,2.152101361181918,0,-5478476366537717913,0.14516129032258066,1.2297938132413295,5.091196643291502
parp inhibitor,topoisomerase inhibitor,mcf-7,renal,1.381881890319872,0.8901030668379648,-8.686381555206427,0,114544069587661514,0.0851063829787234,0.49177882348190716,1.2300173085815622
microtubule stabilizer,egfr inhibitor,a375,endometrium,0.0243539117754006,3.4694606957593237,-0.4922527189701409,0,412103285866952008,0.08196721311475409,3.445106783983923,0.08449493969274255
met inhibitor,protac degrader,hela,colorectal,0.0181591277018085,3.437346972513234,14.43774120344816,1,-968839972940719310,0.23529411764705882,3.4191878448114257,0.062419222629292656
dna-pkcs inhibitor,flt3 inhibitor,nalm-6,lung,0.8833123836402135,1.2976880334835583,5.038302905003226,1,-6240138395412781377,0.2826086956521739,0.41437564984334485,1.146263910077743
bcl-2 inhibitor,kras inhibitor,nalm-6,gastric,5.212632354104803,0.8640877579596332,-0.0209074564463378,0,3222962881284118773,0.05172413793103448,4.34854459614517,4.504171803926265
stat3 inhibitor,her2 inhibitor,sw480,esophageal,0.5192955419278339,0.9005896097459647,-8.819521349387358,0,-5861916833384015672,0.045454545454545456,0.3812940678181308,0.46767216944760714
bcl-2 inhibitor,microtubule stabilizer,mcf-7,breast,2.01223225011044,3.2768533687302384,-0.9436728424358058,0,8989684531067269918,0.2318840579710145,1.2646211186197984,6.593790027442022
proteasome inhibitor,alk inhibitor,mv4-11,melanoma,0.5022525594610194,0.7955281232593031,-7.541024185701959,0,9197294943806746523,0.12903225806451613,0.2932755637982837,0.39955603603020634
dna-pkcs inhibitor,mek inhibitor,jimt-1,breast,0.7762427370931114,0.4690647512160701,1.0393034077276706,0,-8232469420681868004,0.2318840579710145,0.3071779858770413,0.3641081063578616
cdk4/6 inhibitor,dna-pkcs inhibitor,mv4-11,head and neck,3.7683034035082503,0.1769813234573629,-5.481530578091377,0,5185638807215429603,0.11864406779661017,3.5913220800508876,0.6669193235417751
stat3 inhibitor,nf-kappa-b inhibitor,a2780,ovarian,2.6102506112527943,1.2573165246216855,-3.0491348679303067,0,6617490699695414930,0.13793103448275862,1.3529340866311088,3.2819112269319937
pdgfr inhibitor,mtor inhibitor,mewo,head and neck,0.2005232460733379,1.3160701729296929,-1.0085418695856738,0,7227626172920958888,0.11864406779661017,1.115546926856355,0.2639026631361612
mek inhibitor,her2 inhibitor,a2780,esophageal,1.1196887015603572,3.676554186225306,-7.430898840006407,0,5859787842851738362,0.045454545454545456,2.5568654846649492,4.116596182990909
egfr inhibitor,il-2 inhibitor,ccrf-cem,liver,0.0592073196045042,0.5001013879775742,1.1245672792643138,0,8380963858842692110,0.1527777777777778,0.44089406837307,0.02960966271264439
bcl-2 inhibitor,alk inhibitor,a549,bone,1.3112795092716114,0.9592718178613464,-5.460394890447782,0,-6714853086583724963,0.10416666666666667,0.352007691410265,1.257873478583313
kras inhibitor,parp inhibitor,pc-3,esophageal,2.171988533791091,3.3047507327325043,9.078942367801904,1,-6552635109126183696,0.045454545454545456,1.1327621989414132,7.177880698532706
bcl-2 inhibitor,her2 inhibitor,a431,ovarian,0.2522665068739168,3.470269984302313,7.8740253384548256,1,6347311670749904490,0.13793103448275862,3.2180034774283963,0.8754328868493465
microtubule stabilizer,stat3 inhibitor,mda-mb-453,melanoma,0.6818420646540689,0.9710016285434196,0.3217648880952541,0,8546965817361287273,0.12903225806451613,0.2891595638893507,0.6620697551885085
bcl-2 inhibitor,microtubule stabilizer,huh-7,gastric,1.0144529685657009,1.229130549272837,-8.077178907843074,0,8989684531067269918,0.05172413793103448,0.21467758070713616,1.24689513446462
heat shock protein inhibitor,alk inhibitor,hepg2,prostate,5.03976713659422,0.7227602515012737,-3.619652555950246,0,-6158315004439606834,0.14516129032258066,4.317006885092946,3.6425433631526922
bcl-2 inhibitor,protac degrader,nalm-6,breast,9.997912151804702,5.392882050795809,-6.291908893916848,0,8532879339702204612,0.2318840579710145,4.605030101008893,53.917560988900874
mek inhibitor,stat3 inhibitor,jimt-1,head and neck,0.0919021243633654,0.2525867652161339,9.495833529202624,1,1925527756508409684,0.11864406779661017,0.16068464085276848,0.023213260309433312
mek inhibitor,histone deacetylase inhibitor,ccrf-cem,breast,2.862649760601149,5.428622209483917,-6.069474932396881,0,-3714755952350593855,0.2318840579710145,2.565972448882768,15.540244068373216
nf-kappa-b inhibitor,mek inhibitor,ccrf-cem,head and neck,0.929551648610978,2.303181067800001,3.225759595930944,0,-4059313635628011049,0.11864406779661017,1.373629419189023,2.1409257586230837
parp inhibitor,il-2 inhibitor,mcf-7,bone,0.9966685537683462,1.5167463940666266,3.377303171099193,0,7569612642870353690,0.10416666666666667,0.5200778402982804,1.511693435007739
topoisomerase inhibitor,mtor inhibitor,u251,ovarian,2.807002901990684,0.0664085430112565,-7.053380271658212,0,8928626622506414177,0.13793103448275862,2.7405943589794277,0.18640897294957015
kras inhibitor,flt3 inhibitor,a2780,colorectal,5.012499985674345,1.2909865302943977,-0.7923108248841366,0,-834775849081577749,0.23529411764705882,3.721513455379947,6.471069964606441
braf inhibitor,proteasome inhibitor,nalm-6,colorectal,6.028957573174412,1.0476464725813397,6.597494602339442,1,9213250938878087674,0.23529411764705882,4.981311100593072,6.316216134878727
braf inhibitor,protac degrader,mewo,prostate,1.7213458868909275,0.3516108149065415,-4.126943505975563,0,-2383739650511556641,0.14516129032258066,1.369735071984386,0.6052438300257424
protac degrader,pd-l1 inhibitor,u251,endometrium,0.883598001298828,2.1366100778306083,0.6998259425190838,0,-6385086438089965632,0.08196721311475409,1.2530120765317803,1.887904394326059
stat3 inhibitor,cdk4/6 inhibitor,colo-829,gastric,3.0980886191541974,7.091353475526076,-0.1086512972512565,0,-7302906921825159275,0.05172413793103448,3.9932648563718787,21.9696414969269
mek inhibitor,kras inhibitor,mcf-7,gastric,0.5780362845575456,1.651935074070447,-0.62948995890088,0,-4888556487811639762,0.05172413793103448,1.0738987895129015,0.9548784125459752
atm inhibitor,alk inhibitor,kg-1,ovarian,1.660565681903547,2.5088015530496706,-5.761887045063347,0,9194382039447126609,0.13793103448275862,0.8482358711461235,4.166029761700604
cdk4/6 inhibitor,proteasome inhibitor,a431,prostate,0.8881368237533072,0.1418117986726342,-4.32962575848397,0,-7687402424555890504,0.14516129032258066,0.746325025080673,0.12594828044385678
proteasome inhibitor,parp inhibitor,pc-3,colorectal,2.137899645975588,1.0814256454860305,-8.455807829495708,0,7921551241307397259,0.23529411764705882,1.0564740004895576,2.3119795046335065
alk inhibitor,her2 inhibitor,rs4-11,stomach,0.5499237377770193,0.2474076495933243,0.785342306504015,0,-8877142088944107090,0.06557377049180328,0.302516088183695,0.13605533941898795
topoisomerase inhibitor,protac degrader,mda-mb-231,pancreas,0.4253791345688852,1.8976063366165856,-2.441668048130897,0,1362499973880263740,0.09259259259259259,1.4722272020477005,0.8072021412223959
her2 inhibitor,dna-pkcs inhibitor,sum-159,liver,5.007911963579374,5.576856071809165,0.6314844851848189,0,867864419595954482,0.1527777777777778,0.5689441082297915,27.92840424117339
topoisomerase inhibitor,braf inhibitor,molt-4,bone,0.2147332374075835,2.1681040067660526,-6.265847128046909,0,1489616379066196068,0.10416666666666667,1.9533707693584692,0.4655639924092278
mtor inhibitor,dna-pkcs inhibitor,ccrf-cem,ovarian,1.4102691168196353,0.1598253702682463,6.6473089608106175,1,7982997249045613036,0.13793103448275862,1.250443746551389,0.22539678377357092
microtubule stabilizer,bcl-2 inhibitor,u87,gastric,0.4991105377810502,0.8759751687966058,-4.98676994109828,0,8998276632835353517,0.05172413793103448,0.37686463101555556,0.4372084375809201
heat shock protein inhibitor,cdk4/6 inhibitor,nalm-6,stomach,0.0794159874277333,1.5999659208405992,-9.613863853791758,0,9209207985940490339,0.06557377049180328,1.5205499334128658,0.12706287345427875
bcl-2 inhibitor,il-2 inhibitor,ovcar-3,gastric,0.0733670112226542,1.032372452757735,-4.884281907540647,0,-7027982604898141310,0.05172413793103448,0.9590054415350807,0.07574208132743578
alk inhibitor,braf inhibitor,caco-2,breast,0.3852814869166537,3.5872505432126136,9.53416230624268,1,1000812667805532533,0.2318840579710145,3.20196905629596,1.3821012232315295
microtubule stabilizer,proteasome inhibitor,kg-1,lung,4.031361963741445,3.371245360764361,3.459477436246077,0,8793079300723793225,0.2826086956521739,0.6601166029770842,13.590710317825252
kras inhibitor,ctla-4 inhibitor,u251,renal,0.6639054133360989,1.8926290379403965,-2.226725265461088,0,-8927935055148573886,0.0851063829787234,1.2287236246042976,1.2565266637257222
dna-pkcs inhibitor,alk inhibitor,hela,breast,6.009916225071519,0.9350787604305564,-3.167474571711696,0,4635315219918106349,0.2318840579710145,5.074837464640963,5.6197450140313645
mek inhibitor,kras inhibitor,sw480,pancreas,1.7427412983477275,0.5896453419404587,9.819001671099771,1,-4888556487811639762,0.09259259259259259,1.153095956407269,1.0275992887780048
alk inhibitor,stat3 inhibitor,zr-75-1,ovarian,1.1475812196301751,0.223817860070722,3.188065063780739,0,-7838277051982917773,0.13793103448275862,0.9237633595594531,0.256849172834975
parp inhibitor,mtor inhibitor,caco-2,stomach,1.7354242023882065,0.8766926890268164,-9.804846798611909,0,8400455209977090701,0.06557377049180328,0.8587315133613901,1.5214337105939348
mtor inhibitor,her2 inhibitor,a431,liver,1.4542287179901732,1.0660487975713997,4.171251203153176,0,5515682237654660770,0.1527777777777778,0.38817992041877347,1.5502787762072223
tnf-alpha inhibitor,pd-l1 inhibitor,kg-1,pancreas,2.844060737098697,2.2529307700499657,-2.66175626967864,0,-4032144686732081294,0.09259259259259259,0.5911299670487313,6.407471946500641
tnf-alpha inhibitor,mtor inhibitor,a375,soft tissue,0.6639536967974529,2.1468239473125026,-4.8709825963791005,0,4763145199875684198,0.13636363636363635,1.4828702505150497,1.4253916961914364
braf inhibitor,egfr inhibitor,mv4-11,breast,0.8709737450452532,0.1453739575598622,3.863276522639902,0,694256741712947592,0.2318840579710145,0.725599787485391,0.12661690024796288
met inhibitor,braf inhibitor,molt-4,liver,4.490412454761041,1.0059110667654143,-9.634135103348548,0,-8734731535054027417,0.1527777777777778,3.484501387995627,4.516955582585382
nf-kappa-b inhibitor,alk inhibitor,hela,lung,5.854522233888301,0.4012452908755843,-1.2786265769636938,0,-294141564414819841,0.2826086956521739,5.453276943012717,2.349099476674087
heat shock protein inhibitor,mcl-1 inhibitor,nalm-6,endometrium,4.461612458394614,0.3411323385678021,-1.7660121325099354,0,-2184539540080956553,0.08196721311475409,4.120480119826812,1.5220002917153956
alk inhibitor,microtubule stabilizer,a2780,colorectal,1.087551786994988,3.512423483439272,-6.710193981829269,0,-1582830887740133776,0.23529411764705882,2.424871696444284,3.8199424360975405
tnf-alpha inhibitor,pi3k inhibitor,ccrf-cem,lung,3.0315809831030545,0.0856380092620291,-3.566688529746841,0,-4704285809001659505,0.2826086956521739,2.945942973841025,0.25961856030957065
jak inhibitor,kras inhibitor,a431,head and neck,1.2938090248233634,1.086638664533173,-0.2160399108434472,0,-6685300906024688868,0.11864406779661017,0.20717036029019043,1.4059029108950263
egfr inhibitor,topoisomerase inhibitor,pc-3,bone,1.3764778998947391,0.3683352933792357,0.9069679532289124,0,-1579064852918041542,0.10416666666666667,1.0081426065155035,0.507005391087763
dna-pkcs inhibitor,pi3k inhibitor,zr-75-1,endometrium,0.4580217334320902,4.229395038479039,-9.989247119401304,0,3283382153652337677,0.08196721311475409,3.7713733050469487,1.9371548468932511
nf-kappa-b inhibitor,cdk4/6 inhibitor,sum-159,melanoma,1.7887175271479885,1.628553930414228,4.05280145136523,0,1147678599585227982,0.12903225806451613,0.16016359673376046,2.9130229592376753
heat shock protein inhibitor,mek inhibitor,mda-mb-231,renal,0.4119237549486615,0.5263188156001624,-7.5321194141078145,0,2887581038622226828,0.0851063829787234,0.11439506065150085,0.21680322282215106
her2 inhibitor,pd-l1 inhibitor,sk-mel-2,prostate,0.8056313391458367,1.3960271532276165,-6.496293486664612,0,8532789876860043377,0.14516129032258066,0.5903958140817798,1.1246832249387149
protac degrader,flt3 inhibitor,nalm-6,melanoma,3.86245969058071,2.62970712894599,-6.047898314592277,0,-5467138686498938922,0.12903225806451613,1.2327525616347197,10.157137783586617
proteasome inhibitor,mek inhibitor,mda-mb-231,soft tissue,0.4640553198262061,6.345798703188005,-9.43269795171947,0,1122934164576181933,0.13636363636363635,5.8817433833617985,2.944801646760634
egfr inhibitor,dna-pkcs inhibitor,ovcar-3,lung,0.1476338740060525,0.4980666463065674,-8.154218146145126,0,6911211146994949127,0.2826086956521739,0.3504327723005149,0.07353150850744088
protac degrader,braf inhibitor,kg-1,ovarian,0.1430083141379092,4.346305191012331,4.79524884416243,0,8920926945661439691,0.13793103448275862,4.203296876874422,0.6215577780955169
dna-pkcs inhibitor,kras inhibitor,hl60,esophageal,5.653144586567092,5.445437951924127,-5.271748939340709,0,1071008516000071486,0.045454545454545456,0.2077066346429648,30.783848079406873
pdgfr inhibitor,met inhibitor,molt-4,head and neck,1.4141694690315991,4.963915074167379,-8.27048364491426,0,-2501361023218908934,0.11864406779661017,3.54974560513578,7.019817144753233
dna-pkcs inhibitor,bcl-2 inhibitor,mewo,head and neck,1.0532734996033275,2.0179875890680314,-8.39513108238065,0,743672844454034683,0.11864406779661017,0.9647140894647039,2.125492850093767
met inhibitor,stat3 inhibitor,zr-75-1,endometrium,3.330732083323666,1.9875353460750629,12.394746538841131,1,8404706139305185845,0.08196721311475409,1.3431967372486031,6.619947743912018
braf inhibitor,mtor inhibitor,pc-3,colorectal,3.6136559977619394,1.0323820944966653,2.818529960489613,0,6162084621362622937,0.23529411764705882,2.581273903265274,3.7306737477599077
flt3 inhibitor,il-2 inhibitor,ccrf-cem,renal,0.8075062481257752,2.7918643706313087,-6.145715507372952,0,-3739196838083644750,0.0851063829787234,1.9843581225055336,2.2544479232045167
pdgfr inhibitor,microtubule stabilizer,u87,urinary tract,2.3658455543326977,1.51555922384453,-9.686357314971476,0,-4840602715174817965,0.1,0.8502863304881678,3.585579052060495
mcl-1 inhibitor,alk inhibitor,hl60,stomach,2.949139466118524,2.262920267964171,-6.653649723319663,0,9140446211251628235,0.06557377049180328,0.6862191981543528,6.673667470932643
flt3 inhibitor,topoisomerase inhibitor,nalm-6,soft tissue,2.126397744694441,1.118834278805482,-9.15226463804864,0,-1356607126900092782,0.13636363636363635,1.0075634658889592,2.379086687138808
braf inhibitor,egfr inhibitor,kg-1,gastric,0.3287945020560986,2.6297823916412724,-8.449075950549377,0,694256741712947592,0.05172413793103448,2.3009878895851736,0.8646579919755882
mtor inhibitor,stat3 inhibitor,mewo,soft tissue,4.173062565483896,3.479907912785409,-3.527378202285364,0,8041230046165650832,0.13636363636363635,0.6931546526984871,14.521873442175988
nf-kappa-b inhibitor,bcl-2 inhibitor,sk-mel-2,lung,1.5491247211418475,0.316670109659375,-6.551224437075511,0,-6558882826310128045,0.2826086956521739,1.2324546114824726,0.4905614953200375
histone deacetylase inhibitor,kras inhibitor,u251,liver,0.6638878038808874,3.578681380558318,-2.260811822118649,0,6909898506067868623,0.1527777777777778,2.9147935766774307,2.375842922528284
histone deacetylase inhibitor,stat3 inhibitor,hepg2,stomach,1.1075643223755365,1.5543472633835906,-6.197593701142145,0,2264844224318873048,0.06557377049180328,0.44678294100805416,1.7215395735057162
mcl-1 inhibitor,nf-kappa-b inhibitor,a431,urinary tract,0.0765901514054045,3.724354112869868,4.108059516544214,0,6627547548991045246,0.1,3.6477639614644635,0.28524884539204415
topoisomerase inhibitor,cdk4/6 inhibitor,ccrf-cem,breast,0.273626231693328,1.128810450195367,3.589159518893968,0,2933174231620192964,0.2318840579710145,0.8551842185020391,0.3088721497830074
stat3 inhibitor,mcl-1 inhibitor,mda-mb-231,bone,2.9009981470242807,0.9529787860547768,-1.4979084248430097,0,-2057733557587640959,0.10416666666666667,1.948019360969504,2.764589692498356
pi3k inhibitor,ctla-4 inhibitor,u87,lung,2.3269646100864647e-05,4.931637556142718,9.822252303373263,1,-8231859864634469241,0.2826086956521739,4.931614286496617,0.00011475746062917406
egfr inhibitor,atm inhibitor,sum-159,urinary tract,1.077647300426542,0.5784846247824049,10.203236261913858,1,-1033663321621618199,0.1,0.4991626756441372,0.6234023942350198
pdgfr inhibitor,microtubule stabilizer,molt-4,head and neck,1.478424881867746,3.7185225166839615,-3.8222157528325456,0,-4840602715174817965,0.11864406779661017,2.2400976348162156,5.497556212451039
nf-kappa-b inhibitor,mtor inhibitor,mv4-11,soft tissue,0.1123671383129938,1.3233767669992873,0.9136898320241612,0,-1726439128532011655,0.13636363636363635,1.2110096286862935,0.14870406021761148
tnf-alpha inhibitor,met inhibitor,a431,prostate,7.229635072557551,1.4434861164356103,7.152690457858343,1,-2412570920597049133,0.14516129032258066,5.786148956121941,10.435877854132782
proteasome inhibitor,mek inhibitor,u251,esophageal,0.5126906903662256,0.7376925195779662,2.850949197588461,0,1122934164576181933,0.045454545454545456,0.2250018292117406,0.3782080871404279
tnf-alpha inhibitor,cdk4/6 inhibitor,mewo,bone,0.7253823522683404,1.7021402022541303,4.161421788955469,0,6190327037856769654,0.10416666666666667,0.97675784998579,1.2347024638016098
histone deacetylase inhibitor,egfr inhibitor,nalm-6,soft tissue,0.7246460494479172,0.7867110408799737,7.135374778839514,1,380364515412816671,0.13636363636363635,0.06206499143205646,0.5700870478307318
dna-pkcs inhibitor,egfr inhibitor,zr-75-1,head and neck,0.5238120604507893,0.0801225142454534,-1.5895827793647983,0,-873294134261126222,0.11864406779661017,0.4436895462053359,0.041969139275408664
nf-kappa-b inhibitor,braf inhibitor,rs4-11,liver,0.0029498184607701,0.6349046301030229,-8.574151947511533,0,-7299291572892447199,0.1527777777777778,0.6319548116422528,0.0018728533987063087
bcl-2 inhibitor,flt3 inhibitor,mewo,stomach,2.613819142149375,0.0127989528916574,-6.992964283504615,0,-6222392550696235419,0.06557377049180328,2.6010201892577176,0.0334541480676822
mek inhibitor,parp inhibitor,hepg2,renal,6.813153637805498,7.665941920307048,-3.798013499347598,0,-2674284442018735509,0.0851063829787234,0.8527882825015496,52.229240081545626
braf inhibitor,nf-kappa-b inhibitor,pc-3,soft tissue,0.507962060888422,6.747974504950287,-6.906959261473317,0,6992059074433906781,0.13636363636363635,6.240012444061865,3.427715036357077
tnf-alpha inhibitor,jak inhibitor,rs4-11,endometrium,2.1756247869211744,1.0055670878773797,3.1484073618307638,0,4790923785320123906,0.08196721311475409,1.1700576990437948,2.18773668129817
stat3 inhibitor,flt3 inhibitor,mda-mb-231,esophageal,2.708787882561248,2.606635156163371,-7.625706159113529,0,6584280970005538028,0.045454545454545456,0.1021527263978772,7.0608217252734855
cdk4/6 inhibitor,mtor inhibitor,u251,head and neck,3.7733544560740695,0.8487029717142813,-3.165087676703621,0,8231403034753427854,0.11864406779661017,2.924651484359788,3.2024571402013886
kras inhibitor,met inhibitor,a549,prostate,1.0985411587744511,2.223961441097876,8.666377000964564,1,-5129500074700929509,0.14516129032258066,1.125420282323425,2.443113178573359
kras inhibitor,alk inhibitor,huh-7,ovarian,0.7217414841186984,3.2739270094706847,0.3779586224126667,0,-1180152196945902989,0.13793103448275862,2.5521855253519865,2.362928938711664
heat shock protein inhibitor,ctla-4 inhibitor,hela,urinary tract,0.7869598386292708,5.865749504970395,-4.253959454102399,0,-3030885784841297276,0.1,5.078789666341125,4.616109283871228
topoisomerase inhibitor,nf-kappa-b inhibitor,ovcar-3,soft tissue,2.4939090719848465,1.0223589588966306,3.036486030870927,0,-8763093910823479990,0.13636363636363635,1.4715501130882158,2.54967028241729
met inhibitor,stat3 inhibitor,zr-75-1,renal,3.394129501260106,3.058464124963034,-1.4752127338311176,0,8404706139305185845,0.0851063829787234,0.3356653762970718,10.380823315082708
met inhibitor,egfr inhibitor,molt-4,prostate,0.4008422632832796,0.6182975528310521,-3.407383293286723,0,-5036277966388662300,0.14516129032258066,0.21745528954777255,0.2478397904593121
egfr inhibitor,atm inhibitor,colo-829,soft tissue,0.9270604799335608,9.277930478459176,-8.991390489219452,0,-1033663321621618199,0.13636363636363635,8.350869998525615,8.601202682150575
protac degrader,kras inhibitor,colo-829,esophageal,4.644355498354066,0.0522149034737463,-3.029657973322525,0,3916637338202166570,0.045454545454545456,4.592140594880319,0.24250457404432044
tnf-alpha inhibitor,kras inhibitor,u87,pancreas,3.2869567374587416,1.8503037850078912,2.3110376122359533,0,-1939939234130463779,0.09259259259259259,1.4366529524508505,6.081868492477099
tnf-alpha inhibitor,protac degrader,u87,esophageal,8.380619077364752,2.1547154416096235,-0.7818847266802678,0,-6663862923324972730,0.045454545454545456,6.225903635755129,18.057849336246026
egfr inhibitor,heat shock protein inhibitor,a2780,gastric,2.8068668766400817,2.329796236194601,2.482436805936775,0,2787810656627662907,0.05172413793103448,0.47707064044548053,6.539427884695359
dna-pkcs inhibitor,ctla-4 inhibitor,sum-159,colorectal,0.9990962457673288,0.2565477979400123,-2.5898249410104155,0,7404618120790692419,0.23529411764705882,0.7425484478273165,0.25631594178174155
microtubule stabilizer,proteasome inhibitor,hl60,prostate,1.786310046599916,5.578405011178066,-8.223074423582773,0,8793079300723793225,0.14516129032258066,3.7920949645781494,9.964760915470695
parp inhibitor,stat3 inhibitor,mcf-7,pancreas,2.1635944408258485,0.3997900082327315,-9.795402312461784,0,-6451361455848778078,0.09259259259259259,1.763804432593117,0.864983439310058
microtubule stabilizer,her2 inhibitor,mda-mb-453,esophageal,0.1634091109096622,1.9497124051080756,-5.451706799221132,0,6100869660654118100,0.045454545454545456,1.7863032941984134,0.31860077064824976
braf inhibitor,histone deacetylase inhibitor,pc-3,urinary tract,1.572705772704821,0.5037962578041653,0.4698570724668869,0,6442701006484355083,0.1,1.0689095149006558,0.792323282915697
microtubule stabilizer,pd-l1 inhibitor,hl60,soft tissue,2.4710702467136554,0.7340752372778347,1.8538985591254065,0,-5448223150925320721,0.13636363636363635,1.7369950094358206,1.8139514776865242
dna-pkcs inhibitor,pi3k inhibitor,u87,renal,0.3662148606258893,1.5813371902895457,-5.563707480695059,0,3283382153652337677,0.0851063829787234,1.2151223296636564,0.5791091787444214
mtor inhibitor,histone deacetylase inhibitor,sk-mel-2,gastric,3.0340066119482234,1.0797998238785835,-2.565191186751293,0,-1166098626022978678,0.05172413793103448,1.9542067880696399,3.2761198052281495
bcl-2 inhibitor,mcl-1 inhibitor,rs4-11,gastric,1.7530479342938856,0.3492439916158676,8.27006768496102,1,-7955693348809813892,0.05172413793103448,1.403803942678018,0.6122414580667478
flt3 inhibitor,mtor inhibitor,sk-mel-2,urinary tract,6.082371022221028,0.3749168215421764,-3.842158234728582,0,-4551152022192552109,0.1,5.707454200678852,2.2803832110913462
her2 inhibitor,flt3 inhibitor,mewo,gastric,0.086696821044225,1.0830672782256707,-6.529769301997742,0,3597773546648716334,0.05172413793103448,0.9963704571814457,0.09389848999918683
alk inhibitor,pdgfr inhibitor,nalm-6,head and neck,0.616657205618876,2.8317180677474587,-7.9544334245581245,0,3274594723576603029,0.11864406779661017,2.2150608621285826,1.746199350757631
flt3 inhibitor,egfr inhibitor,hela,colorectal,1.840365990324488,4.564871852436246,-7.049671626531803,0,576320016849110763,0.23529411764705882,2.724505862111758,8.401034907413212
dna-pkcs inhibitor,ctla-4 inhibitor,mcf-7,bone,0.7035451382092704,0.1757565865992188,-9.170014192549807,0,7404618120790692419,0.10416666666666667,0.5277885516100517,0.12365269201013701
stat3 inhibitor,protac degrader,mda-mb-453,melanoma,2.506495320377518,0.9987953694333348,-7.028038872646345,0,307727196653390882,0.12903225806451613,1.507699950944183,2.503475919499388
egfr inhibitor,jak inhibitor,zr-75-1,renal,2.8459605298196955,0.2112668029374933,14.577666581762225,1,-6879072895447422768,0.0851063829787234,2.6346937268822024,0.6012569824213017
tnf-alpha inhibitor,alk inhibitor,a375,stomach,0.2163198920771881,0.033463355475233,-0.5911239904603267,0,5104185276398585335,0.06557377049180328,0.1828565366019551,0.007238789444942984
stat3 inhibitor,braf inhibitor,molt-4,lung,1.4424944870901515,2.167754859597279,-5.254368889184756,0,6207601713571128901,0.2826086956521739,0.7252603725071276,3.1269744343319603
histone deacetylase inhibitor,topoisomerase inhibitor,hela,liver,1.422176549979631,1.8448663259091047,4.59717067140363,0,7489667101069128672,0.1527777777777778,0.42268977592947365,2.623725626555008
egfr inhibitor,il-2 inhibitor,huh-7,prostate,0.9217889523745136,0.3559080897048742,-7.094244238355532,0,8380963858842692110,0.14516129032258066,0.5658808626696394,0.3280721451506704
histone deacetylase inhibitor,braf inhibitor,hl60,colorectal,5.403883667534351,0.5326575917358913,6.796512179553419,1,2967225056440115161,0.23529411764705882,4.871226075798459,2.8784196603697634
jak inhibitor,histone deacetylase inhibitor,mcf-7,esophageal,3.5147893602561635,0.0479866092976173,-4.632382620377002,0,-3631062609105018965,0.045454545454545456,3.4668027509585464,0.16866282379403477
mcl-1 inhibitor,bcl-2 inhibitor,colo-829,prostate,2.3894274834967595,3.602979781542269,-9.873227559063093,0,7770371010622458362,0.14516129032258066,1.2135522980455096,8.609058912500249
ctla-4 inhibitor,braf inhibitor,sw480,urinary tract,2.5058124076510992,7.353158509250842,2.588119295591884,0,-884098274678844222,0.1,4.847346101599743,18.42563582790602
mcl-1 inhibitor,il-2 inhibitor,sum-159,esophageal,1.2387384884585515,0.2911143392539817,-9.52008309783513,0,4959646201913613112,0.045454545454545456,0.9476241492045698,0.3606145365760873
